G,L,F,I,Scenario,Replicate,Insulin,vG0,vF0,vG,vL,vF
5.116797472005526,0.7676793926946472,0.4238679870010192,0.1511290352176651,WT,0,1.0,0.15,0.13124999999990403,0.14999999999998648,0.2999999999999766,0.7000000000000234
5.261243586426779,0.9124798164323571,0.5038183734675643,0.16841353377279014,GRPKO,0,1.0,0.15,0.13124999999889525,0.14999999999973831,0.2999999999990308,0.7000000000009692
7.599364894258107,1.1909128333924919,0.6575529201390952,0.06679837866499025,I0KO,0,0.1,0.15,0.13125000006312526,0.14999999990504714,0.2999999995784635,0.7000000004215365
8.105386065850334,1.496326490311025,0.8261846063584843,0.08361316509141323,I0KO_GRPKO,0,0.1,0.15,0.1312500001578932,0.1500000000606754,0.30000000015939804,0.6999999998406019
4.109311258490173,1.2110082851490271,0.6686484604832297,0.06384023236423308,LactateKO,0,1.0,0.15,0.1312499999983848,0.15000000000000852,0.29999999999903476,0.7000000000009652
4.867868382649488,1.660707183340509,0.9169460809924873,0.01243835215083121,I0KO_LactateKO,0,0.1,0.15,0.13125000045368052,0.14999999999814548,0.3000000000628121,0.699999999937188
4.867868387354114,2.505791468602882,1.3835525686279004,0.012438352197884384,TripleKO,0,0.1,0.15,0.1312500005896019,0.14999999999976024,0.2999999980219469,0.7000000019780531
4.10931126003354,1.704162701172061,0.9409396955377518,0.06384023245908485,GRPKO_LactateKO,0,1.0,0.15,0.1312500000396466,0.1500000000000092,0.29999999989395426,0.7000000001060458
5.408499836185388,0.7137491370664714,0.49169365828878253,0.1874390676737683,WT,1,1.0,0.15,0.13125000000013962,0.15000000000002164,0.30000000000002863,0.6999999999999713
5.599205933391618,0.8640075978571504,0.5952050020417917,0.21427708572131474,GRPKO,1,1.0,0.15,0.1312499999718388,0.14999999999695007,0.2999999999974134,0.7000000000025867
7.7308184937722535,1.073090562469414,0.7392398758157804,0.07096096332142231,I0KO,1,0.1,0.15,0.1312500000656268,0.15000000010864012,0.30000000035310453,0.6999999996468954
8.406041871751956,1.3896111556151671,0.9572873143142082,0.09458689808512456,I0KO_GRPKO,1,0.1,0.15,0.13125000035401885,0.149999999912452,0.29999999944276795,0.700000000557232
4.20644826908337,1.0770577940851984,0.7419728577782169,0.07001840995057079,LactateKO,1,1.0,0.15,0.13124999999897669,0.1499999999999993,0.29999999999854216,0.7000000000014578
4.731127686804255,1.3831734744867674,0.9528524669125958,0.011124260508177122,I0KO_LactateKO,1,0.1,0.15,0.13124999995548833,0.14999999999843378,0.2999999999098283,0.7000000000901716
4.731127691166115,2.1309026170526857,1.4679545638245846,0.011124260548413877,TripleKO,1,0.1,0.15,0.13124999998954945,0.15000000000060612,0.30000000001068944,0.6999999999893106
4.206448270864286,1.5579268233150456,1.0732380613363397,0.07001841006771546,GRPKO_LactateKO,1,1.0,0.15,0.13125000009933227,0.1499999999999959,0.2999999997139029,0.7000000002860971
5.715605624224712,0.79495432274537,0.5115909619613448,0.2319231168402527,WT,2,1.0,0.15,0.13125000000002468,0.15000000000000765,0.3000000000000233,0.6999999999999768
5.864230865218862,0.9351337057256206,0.6018030701415337,0.2558964684402635,GRPKO,2,1.0,0.15,0.13124999999892276,0.1500000000019585,0.3000000000106461,0.6999999999893538
8.072758179917605,1.1599592404360484,0.7464890074980348,0.0824653219850999,I0KO,2,0.1,0.15,0.13125000005157142,0.1500000000400722,0.3000000000913822,0.6999999999086177
8.60771950109763,1.4465332496711385,0.9309130283040621,0.1023350633535464,I0KO_GRPKO,2,0.1,0.15,0.13125000011187807,0.15000000008378805,0.30000000021513046,0.6999999997848696
4.647311419520518,1.094021549595811,0.704054963851402,0.10370388886102007,LactateKO,2,1.0,0.15,0.1312500000001564,0.14999999999999908,0.3000000000000814,0.6999999999999187
5.362882164753547,1.4046932639031091,0.903987005548051,0.018139024006800085,I0KO_LactateKO,2,0.1,0.15,0.131250000069753,0.15000000001139788,0.3000000001095331,0.6999999998904669
5.36288216781375,1.9434858640766992,1.250725700457927,0.018139024046906996,TripleKO,2,0.1,0.15,0.13124999996259892,0.15000000000011515,0.30000000012960376,0.6999999998703962
4.647311420862736,1.4402111896369998,0.9268444880063647,0.10370388897868217,GRPKO_LactateKO,2,1.0,0.15,0.13125000039657664,0.15000000000576305,0.2999999987688957,0.7000000012311043
6.046699084979325,0.8269520878224884,0.4984390899107571,0.28760790325968427,WT,3,1.0,0.15,0.13124999999994572,0.15000000000001432,0.30000000000010396,0.6999999999998961
6.207684516022973,0.9737384771032866,0.5869134712561753,0.31773460450136976,GRPKO,3,1.0,0.15,0.13125000000087336,0.14999999999263966,0.2999999999620328,0.7000000000379671
8.723536173884415,1.2721230439499673,0.7667625021957549,0.10691834842789508,I0KO,3,0.1,0.15,0.13125000006411938,0.150000000039528,0.30000000007500227,0.6999999999249977
9.348384336806964,1.5962394613162498,0.9621212091383364,0.13317256732463242,I0KO_GRPKO,3,0.1,0.15,0.1312500003578512,0.15000000020472457,0.3000000004601197,0.6999999995398802
4.895294599030499,1.2060907092379445,0.7269620133699065,0.12714846697892357,LactateKO,3,1.0,0.15,0.13125000028092854,0.14999999999974753,0.3000000002580778,0.6999999997419222
5.654312781448379,1.6250616816876882,0.9794935877216869,0.022250940714423715,I0KO_LactateKO,3,0.1,0.15,0.13124999980588042,0.14999999990706783,0.29999999955782186,0.7000000004421782
5.654312789277134,2.3369971850886415,1.408607304679595,0.022250940832924882,TripleKO,3,0.1,0.15,0.13125000007261894,0.14999999999997002,0.2999999997355934,0.7000000002644067
4.895294600721065,1.6260860743349919,0.9801110310362159,0.12714846715071143,GRPKO_LactateKO,3,1.0,0.15,0.13125000003443985,0.15000000000000063,0.2999999998951275,0.7000000001048724
5.0528486613229076,0.7585194724018782,0.5160595930050543,0.14389841887925517,WT,4,1.0,0.15,0.13124999999972045,0.15000000000008867,0.300000000000609,0.699999999999391
5.199358058340482,0.9103276240801033,0.6193424430833486,0.1608443867951685,GRPKO,4,1.0,0.15,0.13125000000271372,0.15000000000189367,0.30000000000971216,0.6999999999902878
7.267739560549934,1.0930353314302363,0.7436478406985293,0.05695244549868677,I0KO,4,0.1,0.15,0.13125000057519023,0.15000000017271983,0.30000000018623,0.69999999981377
7.760920568310777,1.3898768677895506,0.9456043216558524,0.07193470551386652,I0KO_GRPKO,4,0.1,0.15,0.13125000003180753,0.1499999999745844,0.299999999870404,0.700000000129596
4.102267073512357,1.0608995872289002,0.721784251104161,0.06340839262069359,LactateKO,4,1.0,0.15,0.13125000008565485,0.1500000000000535,0.29999999995038557,0.7000000000496145
4.838899332384877,1.3686855101086772,0.9311867567544011,0.012151049710011377,I0KO_LactateKO,4,0.1,0.15,0.13125000012486884,0.14999999999833386,0.29999999995828175,0.7000000000417181
4.8388993358583,1.9898879584282265,1.3538225536026478,0.012151049744168765,TripleKO,4,0.1,0.15,0.13124999994961054,0.15000000000007097,0.30000000017804956,0.6999999998219504
4.102267074758967,1.4558687875282843,0.9905020002075379,0.06340839269692546,GRPKO_LactateKO,4,1.0,0.15,0.13125000006302223,0.14999999999976454,0.29999999981897835,0.7000000001810216
6.200772903741227,0.6708800528957721,0.4807086126921226,0.31639901510092894,WT,5,1.0,0.15,0.13125000000002632,0.15000000000000555,0.30000000000000887,0.6999999999999911
6.372557100501906,0.7976429631335789,0.5715385940886618,0.3507335957368048,GRPKO,5,1.0,0.15,0.13125000000574402,0.15000000000027475,0.2999999999985849,0.7000000000014152
9.02303855193426,1.0049034912766814,0.7200478850141167,0.11919685012753253,I0KO,5,0.1,0.15,0.13124999999877238,0.14999999999903385,0.2999999999979764,0.7000000000020236
9.681161882881481,1.2734336808153972,0.9124589939364043,0.1480634661513743,I0KO_GRPKO,5,0.1,0.15,0.13124999998804826,0.1499999999913817,0.29999999998042576,0.7000000000195743
5.0431619369111,0.9533452367991793,0.6831046238753985,0.142825237355012,LactateKO,5,1.0,0.15,0.13124999999993428,0.1500000000000007,0.2999999999997811,0.700000000000219
5.926615348518835,1.2563408127876312,0.9002113659988998,0.026645194738151894,I0KO_LactateKO,5,0.1,0.15,0.1312500000488398,0.1500000000452214,0.3000000001199441,0.6999999998800559
5.9266153507202315,1.802583062450615,1.2916127144856064,0.02664519477592081,TripleKO,5,0.1,0.15,0.13125000023717134,0.14999999999985428,0.2999999992724751,0.7000000007275248
5.043161938244821,1.2909000818147953,0.924974270444078,0.1428252375023764,GRPKO_LactateKO,5,1.0,0.15,0.13125000000414613,0.15,0.29999999999005506,0.7000000000099449
4.708633247696963,0.660245553021384,0.4921345210270266,0.10918157056591826,WT,6,1.0,0.15,0.13124999999994674,0.1499999999999967,0.30000000000000376,0.6999999999999963
4.8319063385720655,0.7863746285344506,0.5861487434497066,0.12082421757419587,GRPKO,6,1.0,0.15,0.1312500000474224,0.14999999999219843,0.29999999994024196,0.7000000000597579
6.825699350725544,0.9831467981832009,0.732818989009011,0.045298090144746346,I0KO,6,0.1,0.15,0.13125000011983798,0.15000000001466146,0.2999999999827809,0.7000000000172191
7.243394077552327,1.23697194967123,0.9220154458421301,0.056266854558050076,I0KO_GRPKO,6,0.1,0.15,0.13124999973618962,0.14999999997116434,0.3000000000141553,0.6999999999858448
3.881280447385133,0.9460859329894074,0.7051945225543937,0.05092089071060575,LactateKO,6,1.0,0.15,0.1312499999886888,0.1499999999999999,0.2999999999777107,0.7000000000222892
4.638397540050259,1.2777240034269444,0.9523912543885827,0.010292461524545585,I0KO_LactateKO,6,0.1,0.15,0.13124999999937234,0.1499999999999648,0.29999999999490573,0.7000000000050942
4.638397543071319,1.8629592408311133,1.3886145084084867,0.010292461550884034,TripleKO,6,0.1,0.15,0.13125000002567663,0.14999999999997246,0.29999999991791526,0.7000000000820847
3.881280448379648,1.2909118011255494,0.9622211887425567,0.050920890762337905,GRPKO_LactateKO,6,1.0,0.15,0.13124999999400436,0.15000000000000027,0.30000000001482424,0.6999999999851757
6.37229345087818,0.687686025112264,0.5191330850095621,0.3506790673200772,WT,7,1.0,0.15,0.13125000000010556,0.1500000000000179,0.30000000000001764,0.6999999999999823
6.583051812897893,0.8347210436455724,0.6301295863005354,0.3960947406826878,GRPKO,7,1.0,0.15,0.13124999999911768,0.15000000000007474,0.30000000000073335,0.6999999999992667
9.234807581259268,1.0186687751310375,0.7689914399320573,0.1282233869138521,I0KO,7,0.1,0.15,0.13124999946782784,0.14999999949218956,0.29999999887400264,0.7000000011259974
10.046362684064928,1.3301593324452625,1.0041351670139358,0.16497405898184297,I0KO_GRPKO,7,0.1,0.15,0.13124999949907526,0.14999999951331594,0.29999999882227885,0.7000000011777211
5.099760539614911,0.9776422299582689,0.7380205618256921,0.14917780376803558,LactateKO,7,1.0,0.15,0.13125000047906088,0.14999999997216656,0.30000000010794325,0.6999999998920567
5.911556422415525,1.2670118435935347,0.956465220324959,0.02638769491261906,I0KO_LactateKO,7,0.1,0.15,0.13125000022505479,0.15000000013922912,0.3000000005060524,0.6999999994939476
5.911556422066875,1.9063709530854676,1.4391163956243036,0.0263876949066773,TripleKO,7,0.1,0.15,0.13124999998351752,0.14999999999999744,0.3000000000566973,0.6999999999433026
5.0997605418179335,1.38021579959617,1.0419227082575142,0.14917780401917252,GRPKO_LactateKO,7,1.0,0.15,0.1312499999679297,0.14999999999998362,0.30000000009013666,0.6999999999098634
5.41267088421804,0.7852927529664853,0.4771796212439209,0.1879991767231946,WT,8,1.0,0.15,0.1312499999998786,0.14999999999997637,0.29999999999994204,0.700000000000058
5.576120231803097,0.9400700316551943,0.5712293408418715,0.21089276912032812,GRPKO,8,1.0,0.15,0.13124999999729,0.15000000000003158,0.3000000000013663,0.6999999999986337
7.923024072040954,1.2123126376008073,0.7366563401996454,0.07730869673567269,I0KO,8,0.1,0.15,0.1312500004156997,0.15000000007517783,0.2999999999469336,0.7000000000530664
8.514880910724322,1.5437675556050652,0.9380634354251581,0.09873090708308796,I0KO_GRPKO,8,0.1,0.15,0.1312499998948543,0.149999999969834,0.29999999994579457,0.7000000000542055
4.327570996302481,1.2069415649484465,0.7333926320136315,0.07832429652506263,LactateKO,8,1.0,0.15,0.13125000013769306,0.1500000000000474,0.2999999999366146,0.7000000000633854
5.029217203517684,1.6425437542549197,0.9980843495219467,0.014129042951386188,I0KO_LactateKO,8,0.1,0.15,0.13125000000012896,0.1500000000001265,0.3000000000007665,0.6999999999992335
5.02921720864216,2.51562693569677,1.5286094325207376,0.01412904300756924,TripleKO,8,0.1,0.15,0.1312500000532299,0.14999999999999852,0.29999999980611514,0.7000000001938849
4.327570998067037,1.7148692101531202,1.0420325907860508,0.0783242966510827,GRPKO_LactateKO,8,1.0,0.15,0.1312500001466423,0.15000000000005687,0.29999999955970735,0.7000000004402926
4.842054307133353,0.6119059565675165,0.5592792130302644,0.12182104155508254,WT,9,1.0,0.15,0.1312499999999949,0.1500000000000001,0.3000000000000026,0.6999999999999974
4.977666124506095,0.7330504279507545,0.6700046993440729,0.13571936697195117,GRPKO,9,1.0,0.15,0.13124999999991138,0.1499999999998857,0.2999999999994547,0.7000000000005453
6.709244001727484,0.8679855495872104,0.793334776150351,0.04250587369305893,I0KO,9,0.1,0.15,0.13125000000686543,0.1500000000034145,0.3000000000070191,0.699999999992981
7.165529785149912,1.1041795917664414,1.0092150378614568,0.05410839666840114,I0KO_GRPKO,9,0.1,0.15,0.13124999991486952,0.14999999998756064,0.3000000000007769,0.6999999999992231
3.974321663170622,0.8133219988066365,0.743372543690463,0.05593310699241382,LactateKO,9,1.0,0.15,0.13125000000207654,0.1499999999999987,0.2999999999999272,0.7000000000000728
4.580175744695104,1.0315706574295147,0.9428508078876349,0.009793908670921048,I0KO_LactateKO,9,0.1,0.15,0.13124999999360867,0.14999999999749605,0.29999999998957516,0.7000000000104248
4.580175747078929,1.4616085850450304,1.3359034831446979,0.009793908690966135,TripleKO,9,0.1,0.15,0.13124999996274858,0.14999999999967903,0.30000000011990413,0.6999999998800959
3.9743216640816184,1.0927124862069515,0.9987341562107245,0.055933107043203034,GRPKO_LactateKO,9,1.0,0.15,0.13124999998214348,0.14999999999998945,0.3000000000485887,0.6999999999514114
6.024715805947626,0.7784337881516945,0.47389602481494447,0.2836517120653483,WT,10,1.0,0.15,0.13125000000000744,0.15000000000000113,0.3000000000000007,0.6999999999999994
6.196741235849016,0.9092225257378005,0.5535177777886215,0.31562170170040404,GRPKO,10,1.0,0.15,0.13124999999994455,0.15000000000494845,0.30000000002244087,0.6999999999775591
8.77615051996179,1.1812322732147045,0.7191122566583362,0.10903164030405765,I0KO,10,0.1,0.15,0.13125000013915175,0.1500000001043579,0.30000000022610396,0.699999999773896
9.426843957451348,1.4655050525889972,0.8921722400636548,0.13663283831387552,I0KO_GRPKO,10,0.1,0.15,0.13125000062013115,0.1500000003364247,0.30000000068083543,0.6999999993191646
4.674572251940744,1.1903615386017896,0.7246699845875276,0.10611372860508834,LactateKO,10,1.0,0.15,0.13125000000383266,0.15000000000001104,0.29999999999020627,0.7000000000097938
5.305275896120255,1.5316614962826778,0.9324470564266203,0.01739513222570741,I0KO_LactateKO,10,0.1,0.15,0.131250000079467,0.15000000000142014,0.30000000001892196,0.6999999999810781
5.305275900243603,2.1822719782258355,1.3285266279944907,0.017395132278163725,TripleKO,10,0.1,0.15,0.13125000000868453,0.1499999999999975,0.29999999997078425,0.7000000000292158
4.674572253623552,1.6090665410557383,0.979569809669205,0.10611372875509148,GRPKO_LactateKO,10,1.0,0.15,0.1312500000224739,0.15000000000000158,0.2999999999364423,0.7000000000635577
4.884172760254283,0.7558363208912895,0.45764824827712947,0.12602193654191068,WT,11,1.0,0.15,0.13124999999998177,0.1500000000000042,0.30000000000003135,0.6999999999999686
5.039066431162423,0.9279199844945616,0.5618424832082414,0.14237323488199613,GRPKO,11,1.0,0.15,0.1312499999990342,0.15000000000140404,0.3000000000083065,0.6999999999916935
7.060598955663028,1.084378076714096,0.6565756546379572,0.0512822076345413,I0KO,11,0.1,0.15,0.1312499997385526,0.14999999996012808,0.30000000003810967,0.6999999999618903
7.566703840659428,1.4126980728839018,0.8553687883457638,0.06578688615716494,I0KO_GRPKO,11,0.1,0.15,0.1312499999280123,0.15000000002128627,0.30000000013362577,0.6999999998663742
3.9998675325776274,1.0506973795349124,0.636182466923783,0.05737075328544735,LactateKO,11,1.0,0.15,0.1312500000006369,0.15,0.2999999999992917,0.7000000000007084
4.785961235848805,1.3504784934428944,0.8176957097972093,0.011638478689431965,I0KO_LactateKO,11,0.1,0.15,0.13125000005834583,0.1499999999988341,0.29999999998588395,0.7000000000141161
4.785961239443942,2.021021811064799,1.2237002458070334,0.011638478723700404,TripleKO,11,0.1,0.15,0.1312500000080915,0.14999999999986224,0.29999999997712734,0.7000000000228725
3.999867533871317,1.4870857620668345,0.9004094873495018,0.05737075335893518,GRPKO_LactateKO,11,1.0,0.15,0.13125000001975087,0.15000000000001507,0.2999999999487743,0.7000000000512258
5.478025246916052,0.7899764215151881,0.4455724128739318,0.1969307145022958,WT,12,1.0,0.15,0.13125000000003922,0.15000000000000843,0.30000000000001764,0.6999999999999823
5.709912104574047,0.9765256200954731,0.550792232430556,0.23103716510525354,GRPKO,12,1.0,0.15,0.13124999996940948,0.14999999999769525,0.30000000000257554,0.6999999999974243
7.94172298021843,1.2022093200973956,0.678085184609235,0.07794262356698947,I0KO,12,0.1,0.15,0.1312500003751988,0.1500000000781884,0.29999999996679544,0.7000000000332045
8.758860161803463,1.5982559077235976,0.9014683522364342,0.10833504634678914,I0KO_GRPKO,12,0.1,0.15,0.1312499998058325,0.14999999982624748,0.2999999994649428,0.7000000005350572
4.132721349632587,1.2635660161431805,0.7126923580516964,0.06529093563004683,LactateKO,12,1.0,0.15,0.1312499999992873,0.1499999999999988,0.29999999999386995,0.70000000000613
4.601539704979073,1.6011815894962174,0.9031185296718051,0.009974757212684173,I0KO_LactateKO,12,0.1,0.15,0.13124999999853298,0.1499999999999918,0.3000000000020651,0.6999999999979348
4.601539710905352,2.645103443983171,1.4919244630806794,0.009974757263185545,TripleKO,12,0.1,0.15,0.13125000121837116,0.15000000000122451,0.29999999560277046,0.7000000043972295
4.1327213522335935,1.957461097503836,1.1040717677459104,0.06529093579256386,GRPKO_LactateKO,12,1.0,0.15,0.13124999998851777,0.15000000000002897,0.3000000000341536,0.6999999999658464
5.672741558904423,0.8038429406343547,0.4998975886724733,0.2253111656636845,WT,13,1.0,0.15,0.13124999999999568,0.1499999999999953,0.29999999999997945,0.7000000000000205
5.8247775595692595,0.9450980196247983,0.5877419542647786,0.24937245559084667,GRPKO,13,1.0,0.15,0.13124999986636432,0.15000000000555364,0.30000000009740463,0.6999999999025953
8.096399841582965,1.247601891987471,0.7758644707457717,0.08329617516895083,I0KO,13,0.1,0.15,0.13125000004888604,0.1499999999926479,0.2999999999089835,0.7000000000910165
8.672079802084141,1.5613185550102373,0.9709600488418173,0.10487027275864137,I0KO_GRPKO,13,0.1,0.15,0.13125000001365766,0.14999999999622285,0.2999999999729996,0.7000000000270005
4.572371732353162,1.1889911208982353,0.7394153313371842,0.09728446354456988,LactateKO,13,1.0,0.15,0.13124999998842474,0.15000000000106384,0.29999999999920257,0.7000000000007974
5.212806074078911,1.6081007287895268,1.0000531643268273,0.016246811415609647,I0KO_LactateKO,13,0.1,0.15,0.13125000005773788,0.14999999999852864,0.3000000000682034,0.6999999999317966
5.212806078644171,2.3268509626720464,1.4470329122699885,0.01624681147092889,TripleKO,13,0.1,0.15,0.1312500001694988,0.15000000000780025,0.29999999892508566,0.7000000010749144
4.572371733981987,1.60962368737867,1.0010002689234934,0.09728446368086673,GRPKO_LactateKO,13,1.0,0.15,0.13124999997886574,0.1500000000000146,0.30000000006351635,0.6999999999364835
5.18617665090317,0.7655260361652174,0.5510687453657341,0.1592641319897896,WT,14,1.0,0.15,0.13125000000010675,0.14999999999999117,0.29999999999990357,0.7000000000000965
5.350156032410048,0.909206986676249,0.6544983838104823,0.17972779368340439,GRPKO,14,1.0,0.15,0.1312499999991327,0.14999999999916444,0.2999999999959053,0.7000000000040947
7.461995356837135,1.108204396301888,0.7977479242230671,0.06260551387611805,I0KO,14,0.1,0.15,0.13124999999154263,0.1499999999972178,0.2999999999962439,0.7000000000037561
8.01891353839907,1.395842025854056,1.0048056854621916,0.08058991598475017,I0KO_GRPKO,14,0.1,0.15,0.13125000020651342,0.15000000006304923,0.30000000011129496,0.699999999888705
4.008945280293463,1.131221632478254,0.814317026985526,0.05788812475135478,LactateKO,14,1.0,0.15,0.13125000005537318,0.1499999999995171,0.2999999999629469,0.700000000037053
4.563864936536536,1.4245083148938362,1.025441295516403,0.009657452701981343,I0KO_LactateKO,14,0.1,0.15,0.1312500001547028,0.1499999999733851,0.29999999988615744,0.7000000001138426
4.563864940911652,2.09114865544816,1.5053265481521338,0.00965745273839658,TripleKO,14,0.1,0.15,0.13124999998142048,0.14999999999999997,0.3000000000709541,0.6999999999290459
4.008945281793102,1.56932500170632,1.1296885011754185,0.057888124837107445,GRPKO_LactateKO,14,1.0,0.15,0.13125000004618612,0.15000000000000835,0.299999999843312,0.700000000156688
5.96735039396759,0.7157322045681073,0.49702738045646394,0.2735041592246908,WT,15,1.0,0.15,0.1312500000000181,0.15000000000000246,0.3000000000000012,0.6999999999999987
6.1808905214537,0.8613625782949565,0.5981577790841842,0.31257820789370216,GRPKO,15,1.0,0.15,0.13124999999427492,0.1500000000005159,0.3000000000047504,0.6999999999952496
8.657425494008814,1.0612184111254437,0.7369440742643849,0.1042904234687192,I0KO,15,0.1,0.15,0.13125000001860065,0.15000000001170063,0.3000000000227743,0.6999999999772257
