kG,kL,kF,kR,vG0,vF0,vE,KI_G_L,KI_F0_L,KI_F0_I,KA_G_I,a,Imax,deltaI,Scenario,Replicate
0.06714859092862686,0.38082272138286105,0.7488198011508063,0.2789487221027644,2.4999999999999996,11.875481310818014,1.0,750000000.0,4.66202636539897,0.279267059011203,6.3885952584467205,10.0,1.0,0.0,LactateKO,3
0.06714859092862686,0.38082272138286105,0.7488198011508063,0.2789487221027644,2.4999999999999996,11.875481310818014,1.0,750000000.0,4.66202636539897,0.279267059011203,6.3885952584467205,10.0,0.1,0.0,I0KO_LactateKO,3
0.06714859092862686,0.38082272138286105,0.7488198011508063,0.2789487221027644,2.4999999999999996,11.875481310818014,1.0,750000000.0,750000000.0,0.279267059011203,6.3885952584467205,10.0,0.1,0.0,TripleKO,3
0.06714859092862686,0.38082272138286105,0.7488198011508063,0.2789487221027644,2.4999999999999996,11.875481310818014,1.0,750000000.0,750000000.0,0.279267059011203,6.3885952584467205,10.0,1.0,0.0,GRPKO_LactateKO,3
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,1.480612114277705,3.7732077186837683,0.16059355182116594,2.6542319561910848,10.0,1.0,0.0,WT,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,1.480612114277705,750000000.0,0.16059355182116594,2.6542319561910848,10.0,1.0,0.0,GRPKO,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,1.480612114277705,3.7732077186837683,0.16059355182116594,2.6542319561910848,10.0,0.1,0.0,I0KO,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,1.480612114277705,750000000.0,0.16059355182116594,2.6542319561910848,10.0,0.1,0.0,I0KO_GRPKO,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,750000000.0,3.7732077186837683,0.16059355182116594,2.6542319561910848,10.0,1.0,0.0,LactateKO,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,750000000.0,3.7732077186837683,0.16059355182116594,2.6542319561910848,10.0,0.1,0.0,I0KO_LactateKO,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,750000000.0,750000000.0,0.16059355182116594,2.6542319561910848,10.0,0.1,0.0,TripleKO,4
0.07764874133240367,0.4041053440747264,0.7039595203487368,0.29275745022739647,2.4999999999999996,12.167617723806185,1.0,750000000.0,750000000.0,0.16059355182116594,2.6542319561910848,10.0,1.0,0.0,GRPKO_LactateKO,4
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,1.36588224955476,3.753931940631095,0.3517925735937465,6.189410047825139,10.0,1.0,0.0,WT,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,1.36588224955476,750000000.0,0.3517925735937465,6.189410047825139,10.0,1.0,0.0,GRPKO,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,1.36588224955476,3.753931940631095,0.3517925735937465,6.189410047825139,10.0,0.1,0.0,I0KO,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,1.36588224955476,750000000.0,0.3517925735937465,6.189410047825139,10.0,0.1,0.0,I0KO_GRPKO,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,750000000.0,3.753931940631095,0.3517925735937465,6.189410047825139,10.0,1.0,0.0,LactateKO,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,750000000.0,3.753931940631095,0.3517925735937465,6.189410047825139,10.0,0.1,0.0,I0KO_LactateKO,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,750000000.0,750000000.0,0.3517925735937465,6.189410047825139,10.0,0.1,0.0,TripleKO,5
0.06356232455917606,0.414960309499689,0.6863659794734369,0.2977734520401244,2.4999999999999996,10.39226744093032,1.0,750000000.0,750000000.0,0.3517925735937465,6.189410047825139,10.0,1.0,0.0,GRPKO_LactateKO,5
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,1.3662362775857688,3.5449143260264484,0.10596218497190668,1.9156258346026653,10.0,1.0,0.0,WT,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,1.3662362775857688,750000000.0,0.10596218497190668,1.9156258346026653,10.0,1.0,0.0,GRPKO,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,1.3662362775857688,3.5449143260264484,0.10596218497190668,1.9156258346026653,10.0,0.1,0.0,I0KO,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,1.3662362775857688,750000000.0,0.10596218497190668,1.9156258346026653,10.0,0.1,0.0,I0KO_GRPKO,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,750000000.0,3.5449143260264484,0.10596218497190668,1.9156258346026653,10.0,1.0,0.0,LactateKO,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,750000000.0,3.5449143260264484,0.10596218497190668,1.9156258346026653,10.0,0.1,0.0,I0KO_LactateKO,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,750000000.0,750000000.0,0.10596218497190668,1.9156258346026653,10.0,0.1,0.0,TripleKO,6
0.08040001391552813,0.4236143138450322,0.6735634231574125,0.2767923812413355,2.4999999999999996,11.675390524205948,1.0,750000000.0,750000000.0,0.10596218497190668,1.9156258346026653,10.0,1.0,0.0,GRPKO_LactateKO,6
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,1.3247016167316437,3.1168760037805,0.36708778370234146,7.268363750931971,10.0,1.0,0.0,WT,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,1.3247016167316437,750000000.0,0.36708778370234146,7.268363750931971,10.0,1.0,0.0,GRPKO,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,1.3247016167316437,3.1168760037805,0.36708778370234146,7.268363750931971,10.0,0.1,0.0,I0KO,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,1.3247016167316437,750000000.0,0.36708778370234146,7.268363750931971,10.0,0.1,0.0,I0KO_GRPKO,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,750000000.0,3.1168760037805,0.36708778370234146,7.268363750931971,10.0,1.0,0.0,LactateKO,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,750000000.0,3.1168760037805,0.36708778370234146,7.268363750931971,10.0,0.1,0.0,I0KO_LactateKO,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,750000000.0,750000000.0,0.36708778370234146,7.268363750931971,10.0,0.1,0.0,TripleKO,7
0.06413577101748913,0.4264695221594147,0.6695541476533261,0.2793252086642764,2.4999999999999996,12.922511355061443,1.0,750000000.0,750000000.0,0.36708778370234146,7.268363750931971,10.0,1.0,0.0,GRPKO_LactateKO,7
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,1.4661803190537392,3.9348122531403753,0.15934267279089162,3.7223819806517193,10.0,1.0,0.0,WT,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,1.4661803190537392,750000000.0,0.15934267279089162,3.7223819806517193,10.0,1.0,0.0,GRPKO,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,1.4661803190537392,3.9348122531403753,0.15934267279089162,3.7223819806517193,10.0,0.1,0.0,I0KO,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,1.4661803190537392,750000000.0,0.15934267279089162,3.7223819806517193,10.0,0.1,0.0,I0KO_GRPKO,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,750000000.0,3.9348122531403753,0.15934267279089162,3.7223819806517193,10.0,1.0,0.0,LactateKO,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,750000000.0,3.9348122531403753,0.15934267279089162,3.7223819806517193,10.0,0.1,0.0,I0KO_LactateKO,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,750000000.0,750000000.0,0.15934267279089162,3.7223819806517193,10.0,0.1,0.0,TripleKO,8
0.07526879461198202,0.38229365524177483,0.7456465382438828,0.25495062501340254,2.4999999999999996,11.980801298386112,1.0,750000000.0,750000000.0,0.15934267279089162,3.7223819806517193,10.0,1.0,0.0,GRPKO_LactateKO,8
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,1.3912356779791561,2.9750699070996953,0.152974448486296,2.8608972660605665,10.0,1.0,0.0,WT,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,1.3912356779791561,750000000.0,0.152974448486296,2.8608972660605665,10.0,1.0,0.0,GRPKO,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,1.3912356779791561,2.9750699070996953,0.152974448486296,2.8608972660605665,10.0,0.1,0.0,I0KO,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,1.3912356779791561,750000000.0,0.152974448486296,2.8608972660605665,10.0,0.1,0.0,I0KO_GRPKO,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,750000000.0,2.9750699070996953,0.152974448486296,2.8608972660605665,10.0,1.0,0.0,LactateKO,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,750000000.0,2.9750699070996953,0.152974448486296,2.8608972660605665,10.0,0.1,0.0,I0KO_LactateKO,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,750000000.0,750000000.0,0.152974448486296,2.8608972660605665,10.0,0.1,0.0,TripleKO,9
0.08294359899088524,0.47419861190805135,0.6148971715333825,0.3078128577959008,2.4999999999999996,14.194953260471765,1.0,750000000.0,750000000.0,0.152974448486296,2.8608972660605665,10.0,1.0,0.0,GRPKO_LactateKO,9
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,1.3352408944400853,4.673533280157959,0.30184670395181434,6.274840574042422,10.0,1.0,0.0,WT,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,1.3352408944400853,750000000.0,0.30184670395181434,6.274840574042422,10.0,1.0,0.0,GRPKO,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,1.3352408944400853,4.673533280157959,0.30184670395181434,6.274840574042422,10.0,0.1,0.0,I0KO,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,1.3352408944400853,750000000.0,0.30184670395181434,6.274840574042422,10.0,0.1,0.0,I0KO_GRPKO,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,750000000.0,4.673533280157959,0.30184670395181434,6.274840574042422,10.0,1.0,0.0,LactateKO,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,750000000.0,4.673533280157959,0.30184670395181434,6.274840574042422,10.0,0.1,0.0,I0KO_LactateKO,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,750000000.0,750000000.0,0.30184670395181434,6.274840574042422,10.0,0.1,0.0,TripleKO,10
0.07205819872200647,0.38263442518604945,0.7449186837756062,0.2946195556031334,2.4999999999999996,10.244352751658637,1.0,750000000.0,750000000.0,0.30184670395181434,6.274840574042422,10.0,1.0,0.0,GRPKO_LactateKO,10
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,1.4909501562567828,3.692311476589614,0.1570879168106804,2.1381586172032487,10.0,1.0,0.0,WT,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,1.4909501562567828,750000000.0,0.1570879168106804,2.1381586172032487,10.0,1.0,0.0,GRPKO,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,1.4909501562567828,3.692311476589614,0.1570879168106804,2.1381586172032487,10.0,0.1,0.0,I0KO,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,1.4909501562567828,750000000.0,0.1570879168106804,2.1381586172032487,10.0,0.1,0.0,I0KO_GRPKO,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,750000000.0,3.692311476589614,0.1570879168106804,2.1381586172032487,10.0,1.0,0.0,LactateKO,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,750000000.0,3.692311476589614,0.1570879168106804,2.1381586172032487,10.0,0.1,0.0,I0KO_LactateKO,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,750000000.0,750000000.0,0.1570879168106804,2.1381586172032487,10.0,0.1,0.0,TripleKO,11
0.07786964352197669,0.38164577526687304,0.7470378843167668,0.30705463519951665,2.4999999999999996,9.283193345620724,1.0,750000000.0,750000000.0,0.1570879168106804,2.1381586172032487,10.0,1.0,0.0,GRPKO_LactateKO,11
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,1.244766288735031,3.283765446794641,0.19090769578689348,4.699686851653639,10.0,1.0,0.0,WT,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,1.244766288735031,750000000.0,0.19090769578689348,4.699686851653639,10.0,1.0,0.0,GRPKO,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,1.244766288735031,3.283765446794641,0.19090769578689348,4.699686851653639,10.0,0.1,0.0,I0KO,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,1.244766288735031,750000000.0,0.19090769578689348,4.699686851653639,10.0,0.1,0.0,I0KO_GRPKO,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,750000000.0,3.283765446794641,0.19090769578689348,4.699686851653639,10.0,1.0,0.0,LactateKO,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,750000000.0,3.283765446794641,0.19090769578689348,4.699686851653639,10.0,0.1,0.0,I0KO_LactateKO,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,750000000.0,750000000.0,0.19090769578689348,4.699686851653639,10.0,0.1,0.0,TripleKO,12
0.08360446207709395,0.3692097640152425,0.7758097384330008,0.26452089344165014,2.4999999999999996,10.348437177994532,1.0,750000000.0,750000000.0,0.19090769578689348,4.699686851653639,10.0,1.0,0.0,GRPKO_LactateKO,12
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,1.700608822288473,4.49768937929332,0.2110603708465158,5.506514720649313,10.0,1.0,0.0,WT,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,1.700608822288473,750000000.0,0.2110603708465158,5.506514720649313,10.0,1.0,0.0,GRPKO,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,1.700608822288473,4.49768937929332,0.2110603708465158,5.506514720649313,10.0,0.1,0.0,I0KO,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,1.700608822288473,750000000.0,0.2110603708465158,5.506514720649313,10.0,0.1,0.0,I0KO_GRPKO,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,750000000.0,4.49768937929332,0.2110603708465158,5.506514720649313,10.0,1.0,0.0,LactateKO,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,750000000.0,4.49768937929332,0.2110603708465158,5.506514720649313,10.0,0.1,0.0,I0KO_LactateKO,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,750000000.0,750000000.0,0.2110603708465158,5.506514720649313,10.0,0.1,0.0,TripleKO,13
0.07321016155063775,0.3865653960752316,0.7367147233705551,0.2735565188106414,2.4999999999999996,12.180182810439353,1.0,750000000.0,750000000.0,0.2110603708465158,5.506514720649313,10.0,1.0,0.0,GRPKO_LactateKO,13
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,1.254865967220403,3.6344706392076276,0.16093289113099857,3.3183892406400655,10.0,1.0,0.0,WT,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,1.254865967220403,750000000.0,0.16093289113099857,3.3183892406400655,10.0,1.0,0.0,GRPKO,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,1.254865967220403,3.6344706392076276,0.16093289113099857,3.3183892406400655,10.0,0.1,0.0,I0KO,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,1.254865967220403,750000000.0,0.16093289113099857,3.3183892406400655,10.0,0.1,0.0,I0KO_GRPKO,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,750000000.0,3.6344706392076276,0.16093289113099857,3.3183892406400655,10.0,1.0,0.0,LactateKO,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,750000000.0,3.6344706392076276,0.16093289113099857,3.3183892406400655,10.0,0.1,0.0,I0KO_LactateKO,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,750000000.0,750000000.0,0.16093289113099857,3.3183892406400655,10.0,0.1,0.0,TripleKO,14
0.08365246418663923,0.4159568921232151,0.6848393788777507,0.27677386649414315,2.4999999999999996,15.13528668114477,1.0,750000000.0,750000000.0,0.16093289113099857,3.3183892406400655,10.0,1.0,0.0,GRPKO_LactateKO,14
0.07471889079754224,0.40832961432399995,0.6968949822225542,0.2813303187802323,2.4999999999999996,11.709239731895432,1.0,1.148368848369745,3.3458573107556724,0.287262038222454,6.083420691651662,10.0,1.0,0.0,WT,15
0.07471889079754224,0.40832961432399995,0.6968949822225542,0.2813303187802323,2.4999999999999996,11.709239731895432,1.0,1.148368848369745,750000000.0,0.287262038222454,6.083420691651662,10.0,1.0,0.0,GRPKO,15
0.07471889079754224,0.40832961432399995,0.6968949822225542,0.2813303187802323,2.4999999999999996,11.709239731895432,1.0,1.148368848369745,3.3458573107556724,0.287262038222454,6.083420691651662,10.0,0.1,0.0,I0KO,15
0.07471889079754224,0.40832961432399995,0.6968949822225542,0.2813303187802323,2.4999999999999996,11.709239731895432,1.0,1.148368848369745,750000000.0,0.287262038222454,6.083420691651662,10.0,0.1,0.0,I0KO_GRPKO,15
0.07471889079754224,0.40832961432399995,0.6968949822225542,0.2813303187802323,2.4999999999999996,11.709239731895432,1.0,750000000.0,3.3458573107556724,0.287262038222454,6.083420691651662,10.0,1.0,0.0,LactateKO,15
